Order_id,order_date,order_time,location,channel,customer_id,customer_type,product_category,product,quantity,unit_price,discount,revenue,food_cost,gross_profit,payment_method,table_number,table_size,booking,server_id,wait_time_minute,customer_rating,weather,day_of_week,month
O0100345-3,2025-05-08,21:48:00,Norwich Riverside,Dine-in,C14143,New,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Contactless,11.0,4.0,Yes,S004,34,4.0,Partly Cloudy,Thursday,May
O0100345-4,2025-05-08,21:48:00,Norwich Riverside,Dine-in,C14143,New,drinks,Soft Drink,2,3.2,0.0,6.4,1.15,5.25,Card,6.0,2.0,No,S003,16,4.9,Partly Cloudy,Thursday,May
O0100345-5,2025-05-08,21:48:00,Norwich Riverside,Dine-in,C14143,New,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Card,9.0,2.0,Yes,S001,6,4.4,Partly Cloudy,Thursday,May
O0100346,2025-05-22,14:32:00,Norwich City Centre,Dine-in,C16074,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,27.0,2.0,Yes,S005,18,4.8,Partly Cloudy,Thursday,May
O0100346-2,2026-05-07,14:32:00,Norwich City Centre,Dine-in,C16074,Returning,mains,Vegetable Paella,1,17.5,0.1,15.75,4.73,11.02,Contactless,11.0,2.0,Yes,S002,15,4.4,Partly Cloudy,Thursday,May
O0100346-3,2026-05-21,14:32:00,Norwich City Centre,Dine-in,C16074,Returning,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Card,17.0,2.0,No,S005,18,4.8,Partly Cloudy,Thursday,May
O0100347,2025-05-16,21:42:00,Norwich City Centre,Dine-in,C15102,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Card,16.0,4.0,No,S002,19,4.4,Sunny,Friday,May
O0100347-2,2025-05-09,21:42:00,Norwich City Centre,Dine-in,C15102,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,21.0,2.0,Yes,S003,29,4.5,Sunny,Friday,May
O0100348,2026-05-29,19:31:00,Norwich City Centre,Dine-in,C12935,Loyal,tapas,Patatas Bravas,1,7.5,0.05,7.12,1.88,5.24,Card,10.0,6.0,Yes,S001,21,4.6,Sunny,Friday,May
O0100349,2025-05-09,21:40:00,Norwich City Centre,Dine-in,C18618,New,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Contactless,4.0,2.0,Yes,S005,31,3.2,Sunny,Friday,May
O0100349-2,2026-05-08,21:40:00,Norwich City Centre,Dine-in,C18618,New,drinks,House Sangria,2,8.0,0.0,16.0,3.2,12.8,Contactless,1.0,6.0,No,S001,14,4.5,Sunny,Friday,May
O0100350,2025-05-09,12:13:00,Norwich Riverside,Delivery,C13459,Returning,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Online,,,No,S003,16,4.7,Sunny,Friday,May
O0100350-2,2025-05-09,12:13:00,Norwich Riverside,Delivery,C13459,Returning,desserts,Crema Catalana,2,6.5,0.0,13.0,2.86,10.14,Contactless,,,No,S002,19,4.0,Sunny,Friday,May
O0100350-3,2025-05-09,12:13:00,Norwich Riverside,Delivery,C13459,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.1,17.55,5.65,11.9,Contactless,,,No,S005,19,4.6,Sunny,Friday,May
O0100351,2025-05-23,11:43:00,Norwich City Centre,Delivery,C16644,New,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,,,No,S001,16,4.4,Sunny,Friday,May
O0100351-2,2026-05-01,11:43:00,Norwich City Centre,Delivery,C16644,New,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Card,,,No,S002,10,4.3,Sunny,Friday,May
O0100351-3,2026-05-08,11:43:00,Norwich City Centre,Delivery,C16644,New,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Contactless,,,No,S004,18,3.6,Sunny,Friday,May
O0100351-4,2025-05-16,11:43:00,Norwich City Centre,Delivery,C16644,New,tapas,Garlic Prawns,3,10.5,0.05,29.92,10.4,19.52,Cash,,,No,S001,4,4.9,Sunny,Friday,May
O0100352,2025-05-09,19:07:00,Norwich Riverside,Dine-in,C13355,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,30.0,2.0,Yes,S006,34,3.9,Sunny,Friday,May
O0100352-2,2025-05-09,19:07:00,Norwich Riverside,Dine-in,C13355,Returning,mains,Vegetable Paella,1,17.5,0.15,14.88,4.73,10.15,Card,18.0,4.0,Yes,S003,23,3.6,Sunny,Friday,May
O0100352-3,2025-05-09,19:07:00,Norwich Riverside,Dine-in,C13355,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,9.0,8.0,No,S004,21,3.8,Sunny,Friday,May
O0100353,2025-05-30,18:48:00,Norwich City Centre,Dine-in,C14910,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,1.0,2.0,Yes,S002,20,3.5,Sunny,Friday,May
O0100353-2,2025-05-09,18:48:00,Norwich City Centre,Dine-in,C14910,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Card,2.0,2.0,Yes,S003,11,4.7,Sunny,Friday,May
O0100354,2026-05-08,17:43:00,Norwich City Centre,Dine-in,C13494,New,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Card,21.0,2.0,Yes,S002,7,3.7,Sunny,Friday,May
O0100354-2,2025-05-16,17:43:00,Norwich City Centre,Dine-in,C13494,New,drinks,House Sangria,3,8.0,0.0,24.0,4.8,19.2,Online,5.0,4.0,No,S004,9,4.6,Sunny,Friday,May
O0100354-3,2025-05-16,17:43:00,Norwich City Centre,Dine-in,C13494,New,drinks,Coffee,2,3.0,0.0,6.0,0.9,5.1,Contactless,10.0,2.0,No,S004,8,3.8,Sunny,Friday,May
O0100355,2025-05-23,11:42:00,Norwich City Centre,Delivery,C14909,New,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Contactless,,,No,S003,14,4.3,Sunny,Friday,May
O0100355-2,2026-05-22,11:42:00,Norwich City Centre,Delivery,C14909,New,drinks,Coffee,2,3.0,0.05,5.7,0.9,4.8,Online,,,No,S001,12,4.8,Sunny,Friday,May
O0100355-3,2026-05-22,11:42:00,Norwich City Centre,Delivery,C14909,New,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Card,,,No,S003,12,4.5,Sunny,Friday,May
O0100356,2026-05-15,20:14:00,Norwich City Centre,Takeaway,C15569,New,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Contactless,,,No,S004,15,4.3,Sunny,Friday,May
O0100356-2,2025-05-09,20:14:00,Norwich City Centre,Takeaway,C15569,New,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Card,,,No,S005,16,4.1,Sunny,Friday,May
O0100356-3,2026-05-01,20:14:00,Norwich City Centre,Takeaway,C15569,New,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,,,No,S006,17,4.4,Sunny,Friday,May
O0100357,2025-05-09,16:56:00,Norwich Riverside,Takeaway,C19199,Returning,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Card,,,No,S003,5,4.1,Sunny,Friday,May
O0100357-2,2025-05-09,16:56:00,Norwich Riverside,Takeaway,C19199,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.1,17.55,5.65,11.9,Online,,,No,S001,15,4.1,Sunny,Friday,May
O0100358,2025-05-16,15:32:00,Norwich City Centre,Dine-in,C15223,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,9.0,6.0,Yes,S001,17,4.3,Sunny,Friday,May
O0100359,2026-05-29,14:33:00,Norwich City Centre,Takeaway,C12637,Returning,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Card,,,No,S005,20,3.8,Sunny,Friday,May
O0100359-2,2025-05-30,14:33:00,Norwich City Centre,Takeaway,C12637,Returning,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Cash,,,No,S005,16,4.0,Sunny,Friday,May
O0100359-3,2025-05-30,14:33:00,Norwich City Centre,Takeaway,C12637,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Cash,,,No,S001,23,5.0,Sunny,Friday,May
O0100360,2025-05-30,20:08:00,Norwich City Centre,Takeaway,C11464,Returning,tapas,Patatas Bravas,3,7.5,0.1,20.25,5.62,14.63,Card,,,No,S001,16,4.5,Sunny,Friday,May
O0100360-2,2025-05-09,20:08:00,Norwich City Centre,Takeaway,C11464,Returning,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,,,No,S002,16,4.0,Sunny,Friday,May
O0100361,2025-05-09,20:35:00,Norwich Riverside,Dine-in,C18729,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,2.0,4.0,Yes,S005,5,5.0,Sunny,Friday,May
O0100361-2,2025-05-09,20:35:00,Norwich Riverside,Dine-in,C18729,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,24.0,6.0,Yes,S001,24,4.2,Sunny,Friday,May
O0100362,2025-05-09,13:25:00,Norwich Riverside,Takeaway,C15073,Returning,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,,,No,S006,10,4.4,Sunny,Friday,May
O0100362-2,2025-05-09,13:25:00,Norwich Riverside,Takeaway,C15073,Returning,tapas,Patatas Bravas,2,7.5,0.0,15.0,3.75,11.25,Card,,,No,S001,9,4.5,Sunny,Friday,May
O0100362-3,2025-05-09,13:25:00,Norwich Riverside,Takeaway,C15073,Returning,drinks,Sparkling Water,2,2.8,0.0,5.6,0.9,4.7,Contactless,,,No,S006,20,4.5,Sunny,Friday,May
O0100363,2025-05-30,19:44:00,Norwich City Centre,Dine-in,C14640,Returning,mains,Vegetable Paella,1,17.5,0.05,16.62,4.73,11.89,Card,21.0,6.0,Yes,S002,9,4.3,Sunny,Friday,May
O0100363-2,2026-05-29,19:44:00,Norwich City Centre,Dine-in,C14640,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,8.0,2.0,No,S004,23,4.2,Sunny,Friday,May
O0100364,2025-05-09,22:44:00,Norwich Riverside,Delivery,C19100,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Online,,,No,S006,13,4.2,Sunny,Friday,May
O0100364-2,2025-05-09,22:44:00,Norwich Riverside,Delivery,C19100,New,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Card,,,No,S001,16,4.5,Sunny,Friday,May
O0100364-3,2025-05-09,22:44:00,Norwich Riverside,Delivery,C19100,New,drinks,Soft Drink,2,3.2,0.05,6.08,1.15,4.93,Card,,,No,S002,8,4.2,Sunny,Friday,May
O0100365,2026-05-29,12:28:00,Norwich City Centre,Takeaway,C14291,Loyal,drinks,House Sangria,1,8.0,0.1,7.2,1.6,5.6,Online,,,No,S002,10,4.7,Sunny,Friday,May
O0100365-2,2025-05-30,12:28:00,Norwich City Centre,Takeaway,C14291,Loyal,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,,,No,S005,14,4.0,Sunny,Friday,May
O0100365-3,2025-05-02,12:28:00,Norwich City Centre,Takeaway,C14291,Loyal,desserts,Crema Catalana,1,6.5,0.0,6.5,1.43,5.07,Card,,,No,S002,9,3.5,Sunny,Friday,May
O0100366,2025-05-09,21:34:00,Norwich Riverside,Dine-in,C14391,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Card,14.0,4.0,No,S003,28,4.9,Sunny,Friday,May
O0100367,2025-05-30,13:25:00,Norwich City Centre,Delivery,C19000,Returning,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,,,No,S002,5,4.1,Sunny,Friday,May
O0100367-2,2026-05-29,13:25:00,Norwich City Centre,Delivery,C19000,Returning,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Online,,,No,S004,14,4.8,Sunny,Friday,May
O0100368,2025-05-09,20:36:00,Norwich Riverside,Dine-in,C14478,Loyal,drinks,Sparkling Water,1,2.8,0.05,2.66,0.45,2.21,Cash,15.0,4.0,Yes,S004,11,4.4,Sunny,Friday,May
O0100369,2025-05-09,13:28:00,Norwich Riverside,Takeaway,C15436,Returning,desserts,Basque Cheesecake,1,7.0,0.05,6.65,1.75,4.9,Contactless,,,No,S004,12,4.1,Sunny,Friday,May
O0100369-2,2025-05-09,13:28:00,Norwich Riverside,Takeaway,C15436,Returning,mains,Seafood Paella,1,22.0,0.05,20.9,6.82,14.08,Online,,,No,S004,17,4.9,Sunny,Friday,May
O0100369-3,2025-05-09,13:28:00,Norwich Riverside,Takeaway,C15436,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Contactless,,,No,S005,8,3.7,Sunny,Friday,May
O0100370,2025-05-30,12:33:00,Norwich City Centre,Dine-in,C14579,Returning,drinks,Sparkling Water,2,2.8,0.0,5.6,0.9,4.7,Online,4.0,4.0,Yes,S004,20,4.0,Sunny,Friday,May
O0100371,2025-05-09,20:35:00,Norwich Riverside,Dine-in,C14405,New,drinks,Sparkling Water,3,2.8,0.0,8.4,1.34,7.06,Contactless,25.0,4.0,No,S003,22,3.9,Sunny,Friday,May
O0100371-2,2025-05-09,20:35:00,Norwich Riverside,Dine-in,C14405,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Card,21.0,2.0,No,S004,24,3.4,Sunny,Friday,May
O0100372,2025-05-09,17:03:00,Norwich Riverside,Dine-in,C14237,New,tapas,Croquetas,2,8.5,0.0,17.0,4.76,12.24,Cash,4.0,4.0,Yes,S005,17,4.2,Sunny,Friday,May
O0100372-2,2025-05-09,17:03:00,Norwich Riverside,Dine-in,C14237,New,drinks,Spanish Lager,1,5.5,0.1,4.95,1.32,3.63,Contactless,16.0,2.0,Yes,S006,17,4.0,Sunny,Friday,May
O0100372-3,2025-05-09,17:03:00,Norwich Riverside,Dine-in,C14237,New,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Contactless,2.0,2.0,Yes,S002,27,4.2,Sunny,Friday,May
O0100373,2025-05-30,13:50:00,Norwich City Centre,Takeaway,C15270,New,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Online,,,No,S006,23,4.3,Sunny,Friday,May
O0100373-2,2026-05-29,13:50:00,Norwich City Centre,Takeaway,C15270,New,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Contactless,,,No,S002,7,3.8,Sunny,Friday,May
O0100374,2025-05-09,14:29:00,Norwich Riverside,Dine-in,C14839,Returning,drinks,House Sangria,1,8.0,0.05,7.6,1.6,6.0,Card,30.0,4.0,Yes,S002,17,4.3,Sunny,Friday,May
O0100374-2,2025-05-09,14:29:00,Norwich Riverside,Dine-in,C14839,Returning,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Contactless,9.0,2.0,No,S006,29,4.6,Sunny,Friday,May
O0100375,2025-05-09,13:21:00,Norwich Riverside,Takeaway,C17069,New,drinks,House Sangria,2,8.0,0.0,16.0,3.2,12.8,Contactless,,,No,S001,16,4.3,Sunny,Friday,May
O0100375-2,2025-05-09,13:21:00,Norwich Riverside,Takeaway,C17069,New,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Card,,,No,S003,11,4.2,Sunny,Friday,May
O0100375-3,2025-05-09,13:21:00,Norwich Riverside,Takeaway,C17069,New,tapas,Spanish Omelette,3,7.0,0.1,18.9,5.04,13.86,Online,,,No,S002,4,5.0,Sunny,Friday,May
O0100376,2025-05-09,16:26:00,Norwich Riverside,Dine-in,C16927,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Online,8.0,2.0,No,S001,16,4.4,Sunny,Friday,May
O0100377,2025-05-09,17:55:00,Norwich Riverside,Dine-in,C17728,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,12.0,6.0,Yes,S004,9,4.7,Sunny,Friday,May
O0100377-2,2025-05-09,17:55:00,Norwich Riverside,Dine-in,C17728,New,tapas,Garlic Prawns,1,10.5,0.05,9.97,3.47,6.5,Contactless,5.0,2.0,No,S006,22,4.5,Sunny,Friday,May
O0100377-3,2025-05-09,17:55:00,Norwich Riverside,Dine-in,C17728,New,tapas,Garlic Prawns,2,10.5,0.0,21.0,6.93,14.07,Card,6.0,6.0,No,S004,15,4.1,Sunny,Friday,May
O0100377-4,2025-05-09,17:55:00,Norwich Riverside,Dine-in,C17728,New,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Cash,2.0,2.0,No,S002,20,4.3,Sunny,Friday,May
O0100378,2025-05-23,12:36:00,Norwich City Centre,Takeaway,C11298,New,mains,Black Rice with Squid,1,21.0,0.05,19.95,6.3,13.65,Contactless,,,No,S001,22,4.4,Sunny,Friday,May
O0100378-2,2026-05-29,12:36:00,Norwich City Centre,Takeaway,C11298,New,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,,,No,S003,10,4.4,Sunny,Friday,May
O0100378-3,2025-05-16,12:36:00,Norwich City Centre,Takeaway,C11298,New,drinks,Sparkling Water,3,2.8,0.0,8.4,1.34,7.06,Online,,,No,S005,22,3.5,Sunny,Friday,May
O0100379,2025-05-09,17:56:00,Norwich Riverside,Dine-in,C11851,New,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Contactless,15.0,4.0,No,S006,21,4.4,Sunny,Friday,May
O0100379-2,2025-05-09,17:56:00,Norwich Riverside,Dine-in,C11851,New,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Online,21.0,6.0,No,S002,15,4.1,Sunny,Friday,May
O0100379-3,2025-05-09,17:56:00,Norwich Riverside,Dine-in,C11851,New,desserts,Churros,1,6.0,0.1,5.4,1.2,4.2,Contactless,3.0,4.0,Yes,S006,21,4.1,Sunny,Friday,May
O0100380,2025-05-09,18:54:00,Norwich Riverside,Dine-in,C14978,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Contactless,22.0,6.0,Yes,S001,24,4.4,Sunny,Friday,May
O0100380-2,2025-05-09,18:54:00,Norwich Riverside,Dine-in,C14978,Returning,tapas,Garlic Prawns,1,10.5,0.0,10.5,3.47,7.03,Card,11.0,8.0,No,S005,5,5.0,Sunny,Friday,May
O0100381,2026-05-08,16:47:00,Norwich City Centre,Dine-in,C11959,Returning,desserts,Churros,1,6.0,0.0,6.0,1.2,4.8,Online,29.0,4.0,Yes,S004,13,3.6,Sunny,Friday,May
O0100381-2,2026-05-29,16:47:00,Norwich City Centre,Dine-in,C11959,Returning,drinks,Coffee,2,3.0,0.0,6.0,0.9,5.1,Card,7.0,6.0,No,S005,10,4.1,Sunny,Friday,May
O0100382,2025-05-09,19:00:00,Norwich Riverside,Dine-in,C16047,Loyal,desserts,Basque Cheesecake,1,7.0,0.0,7.0,1.75,5.25,Contactless,13.0,2.0,No,S003,24,4.8,Sunny,Friday,May
O0100382-2,2025-05-09,19:00:00,Norwich Riverside,Dine-in,C16047,Loyal,drinks,Sparkling Water,1,2.8,0.0,2.8,0.45,2.35,Card,25.0,4.0,Yes,S002,17,4.3,Sunny,Friday,May
O0100382-3,2025-05-09,19:00:00,Norwich Riverside,Dine-in,C16047,Loyal,tapas,Patatas Bravas,1,7.5,0.0,7.5,1.88,5.62,Contactless,6.0,2.0,No,S002,27,4.0,Sunny,Friday,May
O0100382-4,2025-05-09,19:00:00,Norwich Riverside,Dine-in,C16047,Loyal,drinks,Sparkling Water,2,2.8,0.0,5.6,0.9,4.7,Card,10.0,8.0,Yes,S005,24,4.9,Sunny,Friday,May
O0100383,2025-05-09,22:55:00,Norwich Riverside,Dine-in,C17895,New,drinks,Coffee,2,3.0,0.05,5.7,0.9,4.8,Contactless,16.0,2.0,Yes,S004,14,4.3,Sunny,Friday,May
O0100383-2,2025-05-09,22:55:00,Norwich Riverside,Dine-in,C17895,New,desserts,Crema Catalana,1,6.5,0.05,6.17,1.43,4.74,Card,22.0,6.0,No,S003,20,4.0,Sunny,Friday,May
O0100383-3,2025-05-09,22:55:00,Norwich Riverside,Dine-in,C17895,New,drinks,House Sangria,1,8.0,0.0,8.0,1.6,6.4,Card,20.0,2.0,No,S002,26,4.4,Sunny,Friday,May
O0100383-4,2025-05-09,22:55:00,Norwich Riverside,Dine-in,C17895,New,tapas,Croquetas,1,8.5,0.0,8.5,2.38,6.12,Contactless,24.0,4.0,No,S006,15,5.0,Sunny,Friday,May
O0100384,2025-05-16,22:30:00,Norwich City Centre,Dine-in,C18689,Returning,mains,Black Rice with Squid,1,21.0,0.1,18.9,6.3,12.6,Contactless,6.0,6.0,No,S005,21,4.2,Sunny,Friday,May
O0100384-2,2026-05-08,22:30:00,Norwich City Centre,Dine-in,C18689,Returning,mains,Seafood Paella,1,22.0,0.1,19.8,6.82,12.98,Contactless,12.0,2.0,Yes,S006,10,4.7,Sunny,Friday,May
O0100385,2025-05-09,18:33:00,Norwich Riverside,Dine-in,C12290,Loyal,tapas,Spanish Omelette,2,7.0,0.0,14.0,3.36,10.64,Card,10.0,2.0,No,S006,14,4.3,Sunny,Friday,May
O0100385-2,2025-05-09,18:33:00,Norwich Riverside,Dine-in,C12290,Loyal,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Contactless,18.0,2.0,No,S003,9,4.3,Sunny,Friday,May
O0100386,2025-05-02,16:02:00,Norwich City Centre,Takeaway,C11387,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Contactless,,,No,S002,17,4.0,Sunny,Friday,May
O0100386-2,2025-05-16,16:02:00,Norwich City Centre,Takeaway,C11387,Returning,desserts,Basque Cheesecake,1,7.0,0.05,6.65,1.75,4.9,Contactless,,,No,S003,20,4.6,Sunny,Friday,May
O0100387,2025-05-09,19:03:00,Norwich Riverside,Dine-in,C12419,Returning,drinks,Soft Drink,1,3.2,0.0,3.2,0.58,2.62,Card,4.0,4.0,No,S005,20,4.3,Sunny,Friday,May
O0100387-2,2025-05-09,19:03:00,Norwich Riverside,Dine-in,C12419,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Cash,17.0,2.0,Yes,S006,10,4.1,Sunny,Friday,May
O0100387-3,2025-05-09,19:03:00,Norwich Riverside,Dine-in,C12419,Returning,drinks,House Sangria,1,8.0,0.15,6.8,1.6,5.2,Card,8.0,2.0,No,S004,23,4.2,Sunny,Friday,May
O0100388,2025-05-09,19:51:00,Norwich Riverside,Takeaway,C13734,New,drinks,Coffee,1,3.0,0.0,3.0,0.45,2.55,Online,,,No,S001,8,5.0,Sunny,Friday,May
O0100388-2,2025-05-09,19:51:00,Norwich Riverside,Takeaway,C13734,New,desserts,Churros,2,6.0,0.0,12.0,2.4,9.6,Card,,,No,S006,14,4.5,Sunny,Friday,May
O0100388-3,2025-05-09,19:51:00,Norwich Riverside,Takeaway,C13734,New,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,,,No,S005,5,3.5,Sunny,Friday,May
O0100389,2026-05-22,19:56:00,Norwich City Centre,Takeaway,C19290,Returning,desserts,Basque Cheesecake,2,7.0,0.1,12.6,3.5,9.1,Contactless,,,No,S004,18,3.3,Sunny,Friday,May
O0100389-2,2026-05-15,19:56:00,Norwich City Centre,Takeaway,C19290,Returning,mains,Seafood Paella,1,22.0,0.0,22.0,6.82,15.18,Card,,,No,S004,23,4.8,Sunny,Friday,May
O0100389-3,2025-05-23,19:56:00,Norwich City Centre,Takeaway,C19290,Returning,mains,Chicken & Chorizo Paella,1,19.5,0.1,17.55,5.65,11.9,Card,,,No,S004,12,3.6,Sunny,Friday,May
O0100390,2025-05-09,12:30:00,Norwich Riverside,Takeaway,C18736,New,tapas,Croquetas,1,8.5,0.1,7.65,2.38,5.27,Cash,,,No,S004,11,4.7,Sunny,Friday,May
O0100390-2,2025-05-09,12:30:00,Norwich Riverside,Takeaway,C18736,New,drinks,Soft Drink,4,3.2,0.1,11.52,2.3,9.22,Card,,,No,S001,10,4.7,Sunny,Friday,May
O0100390-3,2025-05-09,12:30:00,Norwich Riverside,Takeaway,C18736,New,drinks,Spanish Lager,1,5.5,0.05,5.22,1.32,3.9,Online,,,No,S004,17,5.0,Sunny,Friday,May
O0100390-4,2025-05-09,12:30:00,Norwich Riverside,Takeaway,C18736,New,tapas,Spanish Omelette,3,7.0,0.0,21.0,5.04,15.96,Contactless,,,No,S005,11,3.5,Sunny,Friday,May
O0100391,2026-05-29,22:32:00,Norwich City Centre,Dine-in,C18246,Returning,drinks,Sparkling Water,3,2.8,0.0,8.4,1.34,7.06,Contactless,13.0,2.0,Yes,S004,24,4.5,Sunny,Friday,May
O0100391-2,2026-05-15,22:32:00,Norwich City Centre,Dine-in,C18246,Returning,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Online,9.0,2.0,No,S002,11,3.6,Sunny,Friday,May
O0100391-3,2025-05-02,22:32:00,Norwich City Centre,Dine-in,C18246,Returning,drinks,Spanish Lager,2,5.5,0.0,11.0,2.64,8.36,Contactless,18.0,2.0,No,S004,10,3.9,Sunny,Friday,May
O0100392,2026-05-29,13:48:00,Norwich City Centre,Delivery,C15740,Loyal,desserts,Crema Catalana,1,6.5,0.05,6.17,1.43,4.74,Online,,,No,S004,12,3.6,Sunny,Friday,May
O0100392-2,2025-05-16,13:48:00,Norwich City Centre,Delivery,C15740,Loyal,drinks,Soft Drink,2,3.2,0.0,6.4,1.15,5.25,Contactless,,,No,S006,19,3.9,Sunny,Friday,May
O0100392-3,2025-05-16,13:48:00,Norwich City Centre,Delivery,C15740,Loyal,mains,Chicken & Chorizo Paella,1,19.5,0.0,19.5,5.65,13.85,Online,,,No,S005,7,4.7,Sunny,Friday,May
O0100392-4,2025-05-02,13:48:00,Norwich City Centre,Delivery,C15740,Loyal,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Cash,,,No,S001,15,4.7,Sunny,Friday,May
O0100392-5,2025-05-09,13:48:00,Norwich City Centre,Delivery,C15740,Loyal,tapas,Garlic Prawns,1,10.5,0.15,8.92,3.47,5.45,Online,,,No,S003,11,3.9,Sunny,Friday,May
O0100393,2025-05-10,20:31:00,Norwich Riverside,Dine-in,C10734,Returning,drinks,Spanish Lager,1,5.5,0.0,5.5,1.32,4.18,Card,22.0,2.0,Yes,S002,13,4.2,Rain,Saturday,May
O0100393-2,2025-05-10,20:31:00,Norwich Riverside,Dine-in,C10734,Returning,desserts,Crema Catalana,1,6.5,0.1,5.85,1.43,4.42,Card,7.0,2.0,Yes,S003,18,3.8,Rain,Saturday,May
O0100393-3,2025-05-10,20:31:00,Norwich Riverside,Dine-in,C10734,Returning,mains,Seafood Paella,1,22.0,0.1,19.8,6.82,12.98,Online,27.0,2.0,Yes,S003,33,5.0,Rain,Saturday,May
O0100393-4,2025-05-10,20:31:00,Norwich Riverside,Dine-in,C10734,Returning,mains,Vegetable Paella,1,17.5,0.0,17.5,4.73,12.77,Contactless,29.0,2.0,No,S006,32,4.2,Rain,Saturday,May
O0100394,2026-05-16,19:06:00,Norwich City Centre,Takeaway,C13112,Loyal,tapas,Spanish Omelette,1,7.0,0.0,7.0,1.68,5.32,Card,,,No,S006,4,4.4,Rain,Saturday,May
O0100394-2,2026-05-23,19:06:00,Norwich City Centre,Takeaway,C13112,Loyal,mains,Black Rice with Squid,1,21.0,0.0,21.0,6.3,14.7,Cash,,,No,S005,10,4.3,Rain,Saturday,May
